node_1,node_2,,
26,133,0.049689441,3
26,91,0.02,3
26,88,0.028368794,3
26,134,0.02189781,3
26,93,0.155,3
26,94,0.005376344,3
26,49,0.003831418,3
26,95,0.014814815,3
26,84,0.282051282,3
26,60,0.047337278,3
26,165,0.017857143,3
26,35,0.010416667,3
26,92,0.161290323,3
26,40,0.010989011,3
26,97,0.155339806,3
26,41,0.020746888,3
26,98,0.066225166,3
26,157,0.103448276,3
26,99,0.126760563,3
69,52,0.530864198,3
69,109,0.095890411,3
69,67,0.115942029,3
69,144,0.03125,3
69,124,0.018867925,3
69,165,0.071942446,3
69,140,0.085365854,3
69,101,0.142857143,3
69,119,0.01754386,3
69,145,0.018181818,3
69,45,0.090909091,3
69,126,0.092307692,3
69,102,0.11827957,3
69,111,0.019230769,3
69,100,0.052631579,3
69,167,0.059701493,3
167,102,0.126984127,3
167,5,0.029126214,3
167,101,0.25,3
167,52,0.070588235,3
167,145,0.045454545,3
167,158,0.042372881,3
167,144,0.064516129,3
167,165,0.054545455,3
167,140,0.12,3
167,20,0.013605442,3
167,34,0.014184397,3
167,100,0.038461538,3
167,16,0.015151515,3
167,45,0.054054054,3
167,126,0.310344828,3
167,37,0.041176471,3
90,2,0.010989011,3
90,6,0.009009009,3
90,7,0.006451613,3
90,9,0.013245033,3
90,74,0.03030303,3
90,165,0.013986014,3
90,11,0.046979866,3
90,12,0.098265896,3
90,98,0.026315789,3
90,77,0.015873016,3
90,153,0.044444444,3
90,87,0.08,3
90,79,0.391304348,3
90,59,0.026315789,3
90,82,0.04109589,3
90,55,0.012987013,3
90,58,0.01744186,3
90,22,0.00591716,3
90,84,0.089795918,3
90,88,0.148148148,3
90,166,0.01369863,3
90,89,0.11627907,3
90,60,0.056179775,3
90,61,0.012987013,3
90,133,0.061728395,3
90,91,0.044776119,3
90,92,0.090322581,3
90,93,0.088235294,3
90,97,0.09929078,3
90,76,0.081481481,3
90,157,0.101010101,3
90,99,0.075342466,3
140,149,0.027027027,3
140,37,0.005154639,3
140,5,0.016393443,3
140,52,0.135416667,3
140,46,0.018181818,3
140,144,0.133333333,3
140,165,0.116666667,3
140,101,0.177419355,3
140,100,0.125,3
140,145,0.025,3
140,45,0.239130435,3
140,126,0.191489362,3
140,102,0.435483871,3
133,2,0.023529412,3
133,87,0.111801242,3
133,7,0.013888889,3
133,9,0.021428571,3
133,74,0.032786885,3
133,10,0.024390244,3
133,11,0.073529412,3
133,12,0.034482759,3
133,98,0.046153846,3
133,15,0.013071895,3
133,77,0.035087719,3
133,153,0.05,3
133,64,0.015151515,3
133,79,0.036144578,3
133,59,0.03030303,3
133,136,0.019230769,3
133,82,0.083969466,3
133,58,0.018518519,3
133,22,0.01910828,3
133,6,0.015576324,3
133,164,0.008,3
133,166,0.022222222,3
133,89,0.03875969,3
133,127,0.023255814,3
133,165,0.007462687,3
133,61,0.013888889,3
133,91,0.111111111,3
133,134,0.068181818,3
133,93,0.069767442,3
133,94,0.010752688,3
133,49,0.005952381,3
133,84,0.061983471,3
133,60,0.012048193,3
133,92,0.111888112,3
133,40,0.011111111,3
133,97,0.050724638,3
133,76,0.022556391,3
133,157,0.076086957,3
133,99,0.088888889,3
34,28,0.008,3
34,37,0.253333333,3
34,5,0.14673913,3
34,31,0.015873016,3
34,32,0.111111111,3
34,158,0.273743017,3
34,44,0.015151515,3
34,13,0.014492754,3
34,20,0.494117647,3
34,21,0.022900763,3
34,16,0.298913043,3
34,46,0.059259259,3
35,2,0.111731844,3
35,103,0.031746032,3
35,135,0.014925373,3
35,6,0.150819672,3
35,7,0.096153846,3
35,9,0.12,3
35,74,0.027210884,3
35,10,0.102857143,3
35,11,0.01183432,3
35,12,0.025,3
35,14,0.104347826,3
35,76,0.00625,3
35,15,0.111111111,3
35,77,0.083333333,3
35,153,0.028301887,3
35,4,0.028169014,3
35,17,0.075949367,3
35,64,0.095238095,3
35,80,0.014925373,3
35,54,0.014492754,3
35,55,0.132450331,3
35,136,0.04,3
35,82,0.006024096,3
35,83,0.014925373,3
35,58,0.130952381,3
35,22,0.107784431,3
35,59,0.010869565,3
35,86,0.052631579,3
35,29,0.046875,3
35,164,0.110294118,3
35,166,0.13986014,3
35,89,0.006329114,3
35,127,0.014705882,3
35,33,0.015384615,3
35,60,0.048076923,3
35,61,0.055555556,3
35,91,0.024096386,3
35,92,0.005464481,3
35,94,0.072072072,3
35,49,0.005181347,3
35,95,0.014705882,3
35,84,0.003558719,3
35,165,0.052631579,3
35,40,0.126213592,3
35,97,0.00591716,3
35,41,0.133757962,3
35,99,0.005847953,3
119,109,0.096774194,3
119,67,0.033333333,3
160,92,0.008264463,3
160,49,0.007633588,3
160,82,0.009615385,3
160,76,0.010204082,3
160,99,0.009174312,3
160,97,0.009345794,3
160,84,0.00456621,3
160,12,0.007042254,3
145,37,0.00621118,3
145,52,0.013333333,3
145,144,0.125,3
145,165,0.02020202,3
145,101,0.111111111,3
145,100,0.090909091,3
145,45,0.090909091,3
145,126,0.045454545,3
145,102,0.037037037,3
126,37,0.011428571,3
126,52,0.12345679,3
126,144,0.1,3
126,165,0.115384615,3
126,101,0.25,3
126,100,0.08,3
126,45,0.147058824,3
126,102,0.203389831,3
37,5,0.200980392,3
37,165,0.02,3
37,150,0.006329114,3
37,13,0.035714286,3
37,101,0.015706806,3
37,16,0.21875,3
37,45,0.011363636,3
37,20,0.263157895,3
37,21,0.037037037,3
37,28,0.012658228,3
37,169,0.006329114,3
37,31,0.018867925,3
37,32,0.127071823,3
37,158,0.212962963,3
37,144,0.017751479,3
37,44,0.012048193,3
37,43,0.006289308,3
37,102,0.014492754,3
37,46,0.05988024,3
40,2,0.098837209,3
40,103,0.018518519,3
40,6,0.121710526,3
40,7,0.087837838,3
40,9,0.153284672,3
40,74,0.052238806,3
40,10,0.070175439,3
40,11,0.012578616,3
40,12,0.010362694,3
40,14,0.181818182,3
40,15,0.125827815,3
40,77,0.108333333,3
40,4,0.032786885,3
40,17,0.086956522,3
40,64,0.093333333,3
40,55,0.110344828,3
40,83,0.01754386,3
40,58,0.111111111,3
40,22,0.136363636,3
40,86,0.09375,3
40,164,0.044444444,3
40,166,0.047945205,3
40,155,0.036363636,3
40,61,0.073333333,3
40,91,0.013513514,3
40,99,0.00621118,3
40,94,0.26744186,3
40,136,0.046153846,3
40,97,0.038961039,3
40,41,0.112582781,3
97,2,0.008298755,3
97,73,0.009259259,3
97,7,0.009389671,3
97,9,0.034146341,3
97,74,0.015625,3
97,10,0.008510638,3
97,11,0.091370558,3
97,49,0.008474576,3
97,14,0.042682927,3
97,76,0.15819209,3
97,15,0.018181818,3
97,77,0.021857923,3
97,153,0.02,3
97,17,0.0078125,3
97,79,0.123188406,3
97,59,0.014814815,3
97,55,0.014150943,3
97,136,0.025210084,3
97,82,0.076530612,3
97,58,0.012987013,3
97,22,0.017777778,3
97,6,0.007653061,3
97,86,0.016393443,3
97,87,0.17535545,3
97,142,0.009009009,3
97,88,0.043103448,3
97,89,0.514925373,3
97,155,0.009090909,3
97,61,0.004672897,3
97,91,0.023809524,3
97,134,0.008695652,3
97,93,0.162921348,3
97,94,0.03164557,3
97,127,0.018018018,3
97,84,0.211895911,3
97,60,0.033783784,3
97,12,0.174528302,3
97,92,0.117647059,3
97,41,0.023041475,3
97,98,0.0703125,3
97,157,0.112582781,3
97,99,0.14893617,3
41,2,0.178403756,3
41,135,0.025641026,3
41,73,0.00862069,3
41,7,0.186170213,3
41,9,0.170212766,3
41,74,0.127777778,3
41,10,0.195121951,3
41,11,0.004504505,3
41,12,0.007843137,3
41,14,0.098159509,3
41,76,0.009478673,3
41,15,0.227513228,3
41,77,0.107954545,3
41,153,0.080536913,3
41,17,0.030075188,3
41,64,0.074626866,3
41,80,0.008403361,3
41,59,0.035714286,3
41,55,0.225274725,3
41,83,0.034482759,3
41,58,0.174757282,3
41,22,0.247368421,3
41,6,0.221212121,3
41,86,0.039370079,3
41,29,0.008474576,3
41,142,0.008403361,3
41,164,0.153409091,3
41,166,0.162162162,3
41,165,0.098445596,3
41,60,0.066225166,3
41,61,0.120603015,3
41,92,0.008547009,3
41,94,0.125,3
41,136,0.015625,3
41,155,0.008474576,3
41,134,0.016393443,3
102,149,0.019230769,3
102,5,0.022058824,3
102,52,0.169811321,3
102,46,0.014285714,3
102,144,0.178571429,3
102,165,0.146153846,3
102,101,0.222222222,3
102,21,0.016393443,3
102,100,0.111111111,3
102,45,0.24137931,3
157,87,0.209580838,3
157,74,0.027586207,3
157,11,0.104575163,3
157,12,0.097297297,3
157,98,0.070588235,3
157,77,0.014388489,3
157,153,0.009433962,3
157,79,0.09,3
157,59,0.011111111,3
157,164,0.006756757,3
157,82,0.25,3
157,84,0.138211382,3
157,86,0.012987013,3
157,142,0.015384615,3
157,88,0.02739726,3
157,166,0.00625,3
157,89,0.162962963,3
157,91,0.092105263,3
157,134,0.029411765,3
157,93,0.073333333,3
157,127,0.015151515,3
157,136,0.04109589,3
157,60,0.028846154,3
157,92,0.197368421,3
157,76,0.074324324,3
157,99,0.164383562,3
124,52,0.01369863,3
124,109,0.034482759,3
46,5,0.029126214,3
46,13,0.029411765,3
46,32,0.048387097,3
46,158,0.042372881,3
46,165,0.008695652,3
46,20,0.071942446,3
46,16,0.046875,3
2,4,0.020979021,3
2,135,0.014388489,3
2,6,0.269461078,3
2,7,0.119266055,3
2,9,0.147619048,3
2,74,0.160621762,3
2,10,0.291262136,3
2,11,0.004115226,3
2,12,0.018315018,3
2,14,0.063829787,3
2,76,0.00862069,3
2,15,0.222222222,3
2,77,0.180327869,3
2,153,0.083333333,3
2,105,0.007352941,3
2,17,0.053333333,3
2,64,0.044303797,3
2,79,0.005464481,3
2,80,0.014388489,3
2,54,0.007042254,3
2,55,0.277486911,3
2,165,0.104265403,3
2,83,0.02173913,3
2,58,0.217592593,3
2,22,0.194444444,3
2,59,0.031055901,3
2,86,0.033783784,3
2,29,0.007194245,3
2,164,0.185185185,3
2,166,0.248677249,3
2,33,0.007246377,3
2,61,0.257731959,3
2,91,0.032679739,3
2,92,0.007843137,3
2,94,0.072625698,3
2,136,0.055944056,3
2,60,0.070588235,3
2,134,0.006944444,3
103,6,0.003460208,3
103,7,0.009174312,3
103,9,0.009433962,3
103,74,0.011235955,3
103,10,0.015384615,3
103,165,0.010204082,3
103,164,0.011235955,3
103,14,0.015384615,3
103,58,0.0078125,3
103,22,0.016393443,3
103,95,0.142857143,3
103,17,0.043478261,3
103,15,0.008474576,3
135,6,0.006872852,3
135,7,0.018018018,3
135,166,0.009615385,3
135,9,0.009174312,3
135,74,0.021978022,3
135,49,0.007407407,3
135,106,0.03030303,3
135,14,0.014705882,3
135,58,0.023255814,3
135,22,0.007936508,3
135,153,0.02,3
135,48,0.005882353,3
135,15,0.016666667,3
73,6,0.003460208,3
73,89,0.010309278,3
73,10,0.007633588,3
73,92,0.008196721,3
73,12,0.006993007,3
73,55,0.009174312,3
73,79,0.020408163,3
7,6,0.203647416,3
7,9,0.14516129,3
7,74,0.082872928,3
7,10,0.16097561,3
7,11,0.014084507,3
7,12,0.012145749,3
7,14,0.124183007,3
7,15,0.184210526,3
7,77,0.13253012,3
7,153,0.107913669,3
7,17,0.056910569,3
7,64,0.062015504,3
7,79,0.006451613,3
7,80,0.008928571,3
7,54,0.017699115,3
7,55,0.102040816,3
7,83,0.018018018,3
7,58,0.175,3
7,22,0.16751269,3
7,59,0.00729927,3
7,86,0.041666667,3
7,29,0.018181818,3
7,4,0.026086957,3
7,164,0.126436782,3
7,166,0.11827957,3
7,89,0.004926108,3
7,165,0.067708333,3
7,61,0.142857143,3
7,91,0.007751938,3
7,92,0.004385965,3
7,94,0.093333333,3
7,127,0.008849558,3
7,95,0.008849558,3
7,136,0.033613445,3
7,60,0.076923077,3
7,155,0.018181818,3
9,6,0.18373494,3
9,74,0.142011834,3
9,10,0.186868687,3
9,11,0.024038462,3
9,14,0.111842105,3
9,76,0.009950249,3
9,15,0.193548387,3
9,77,0.107784431,3
9,153,0.102189781,3
9,17,0.085470085,3
9,64,0.05511811,3
9,80,0.009174312,3
9,59,0.030534351,3
9,55,0.157608696,3
9,83,0.028037383,3
9,58,0.260869565,3
9,22,0.213903743,3
9,86,0.042735043,3
9,29,0.009259259,3
9,4,0.017699115,3
9,164,0.148809524,3
9,166,0.205882353,3
9,89,0.005,3
9,165,0.10989011,3
9,61,0.126984127,3
9,91,0.016,3
9,134,0.017857143,3
9,94,0.133802817,3
9,155,0.018691589,3
9,136,0.016949153,3
9,60,0.102189781,3
9,92,0.004444444,3
9,99,0.004694836,3
33,142,0.142857143,3
33,6,0.010416667,3
33,10,0.007575758,3
33,165,0.01010101,3
33,55,0.009090909,3
33,14,0.030769231,3
33,58,0.007751938,3
11,6,0.015384615,3
11,74,0.053763441,3
11,10,0.021459227,3
11,92,0.186528497,3
11,49,0.012711864,3
11,14,0.011764706,3
11,98,0.095238095,3
11,15,0.013513514,3
11,77,0.010752688,3
11,153,0.01986755,3
11,17,0.015625,3
11,79,0.046979866,3
11,80,0.008928571,3
11,59,0.045454545,3
11,55,0.014084507,3
11,164,0.005128205,3
11,82,0.191011236,3
11,154,0.009090909,3
11,58,0.035242291,3
11,86,0.008064516,3
11,87,0.23880597,3
11,142,0.008928571,3
11,88,0.033898305,3
11,166,0.009708738,3
11,89,0.152542373,3
11,155,0.009009009,3
11,61,0.009345794,3
11,91,0.04,3
11,99,0.154255319,3
11,93,0.202312139,3
11,94,0.01863354,3
11,127,0.008849558,3
11,84,0.233962264,3
11,60,0.026666667,3
11,165,0.004901961,3
11,12,0.219512195,3
11,76,0.183908046,3
11,134,0.017391304,3
12,4,0.006622517,3
12,74,0.013215859,3
12,10,0.007407407,3
12,49,0.018656716,3
12,14,0.009803922,3
12,76,0.194029851,3
12,15,0.01171875,3
12,77,0.01369863,3
12,153,0.02173913,3
12,80,0.006849315,3
12,64,0.005882353,3
12,79,0.124260355,3
12,59,0.02994012,3
12,55,0.012145749,3
12,164,0.017699115,3
12,136,0.006410256,3
12,82,0.188405797,3
12,58,0.01509434,3
12,22,0.011494253,3
12,6,0.011764706,3
12,86,0.012738854,3
12,87,0.204255319,3
12,88,0.033112583,3
12,166,0.021097046,3
12,89,0.144230769,3
12,165,0.008438819,3
12,61,0.012145749,3
12,91,0.051282051,3
12,134,0.006666667,3
12,93,0.228426396,3
12,94,0.005076142,3
12,95,0.006802721,3
12,84,0.284697509,3
12,60,0.044444444,3
12,48,0.013157895,3
12,92,0.163716814,3
12,98,0.061728395,3
12,99,0.156682028,3
150,5,0.011494253,3
150,32,0.02173913,3
150,158,0.009615385,3
150,21,0.1,3
150,16,0.008695652,3
13,169,0.0625,3
13,5,0.03,3
13,32,0.016393443,3
13,158,0.016949153,3
13,20,0.013888889,3
13,21,0.04,3
13,16,0.0234375,3
110,52,0.01369863,3
110,109,0.071428571,3
110,67,0.038461538,3
14,6,0.165562914,3
14,74,0.027027027,3
14,10,0.108571429,3
14,15,0.096969697,3
14,77,0.082706767,3
14,153,0.018518519,3
14,4,0.057142857,3
14,17,0.061728395,3
14,64,0.010869565,3
14,80,0.014705882,3
14,59,0.02173913,3
14,165,0.038709677,3
14,55,0.081761006,3
14,83,0.014705882,3
14,58,0.123529412,3
14,22,0.1625,3
14,86,0.051948052,3
14,164,0.034013605,3
14,166,0.031446541,3
14,60,0.018518519,3
14,61,0.061728395,3
14,91,0.011764706,3
14,134,0.013888889,3
14,94,0.2,3
14,155,0.014925373,3
76,6,0.002597403,3
76,74,0.016393443,3
76,10,0.008849558,3
76,98,0.075630252,3
76,15,0.009389671,3
76,77,0.011363636,3
76,106,0.007936508,3
76,153,0.035971223,3
76,80,0.009803922,3
76,79,0.114503817,3
76,59,0.049180328,3
76,55,0.004878049,3
76,164,0.005405405,3
76,82,0.21686747,3
76,83,0.009803922,3
76,58,0.004464286,3
76,22,0.00456621,3
76,87,0.177339901,3
76,88,0.027522936,3
76,166,0.010204082,3
76,89,0.168674699,3
76,165,0.010362694,3
76,61,0.004878049,3
76,91,0.025641026,3
76,134,0.028846154,3
76,93,0.171597633,3
76,49,0.013274336,3
76,95,0.019607843,3
76,84,0.262948207,3
76,60,0.058823529,3
76,48,0.003802281,3
76,92,0.171122995,3
76,99,0.089473684,3
130,48,0.024096386,3
130,49,0.015037594,3
77,4,0.022727273,3
77,6,0.146417445,3
77,74,0.112582781,3
77,10,0.173184358,3
77,15,0.158823529,3
77,153,0.06779661,3
77,17,0.051546392,3
77,64,0.058252427,3
77,79,0.007874016,3
77,80,0.011904762,3
77,59,0.047619048,3
77,55,0.119047619,3
77,136,0.032608696,3
77,83,0.024096386,3
77,58,0.143646409,3
77,22,0.122222222,3
77,86,0.043010753,3
77,87,0.00913242,3
77,29,0.012048193,3
77,164,0.098039216,3
77,166,0.104294479,3
77,89,0.035294118,3
77,165,0.06626506,3
77,61,0.146341463,3
77,91,0.02,3
77,134,0.011363636,3
77,94,0.088,3
77,127,0.011764706,3
77,84,0.010135135,3
77,60,0.086206897,3
77,92,0.020304569,3
77,155,0.037037037,3
77,99,0.027173913,3
16,169,0.008695652,3
16,5,0.18128655,3
16,31,0.017094017,3
16,32,0.166666667,3
16,158,0.327272727,3
16,43,0.00862069,3
16,44,0.033057851,3
16,20,0.392045455,3
16,21,0.041666667,3
106,163,0.033333333,3
106,48,0.13372093,3
106,54,0.058823529,3
106,49,0.151079137,3
106,153,0.02739726,3
106,143,0.033333333,3
106,95,0.060606061,3
106,39,0.064516129,3
45,149,0.05,3
45,144,0.36,3
45,165,0.103773585,3
45,101,0.244444444,3
45,100,0.076923077,3
45,52,0.135802469,3
79,74,0.007407407,3
79,153,0.02173913,3
79,87,0.06779661,3
79,59,0.012987013,3
79,82,0.048275862,3
79,58,0.005747126,3
79,22,0.00591716,3
79,84,0.117154812,3
79,6,0.002985075,3
79,88,0.107142857,3
79,166,0.006802721,3
79,89,0.133858268,3
79,60,0.08045977,3
79,61,0.006451613,3
79,91,0.014492754,3
79,99,0.075342466,3
79,93,0.112781955,3
79,92,0.083333333,3
79,98,0.04,3
162,48,0.018072289,3
162,49,0.022900763,3
162,59,0.03125,3
162,54,0.111111111,3
162,163,0.25,3
163,49,0.015267176,3
163,54,0.285714286,3
163,48,0.012048193,3
163,59,0.032258065,3
86,87,0.006369427,3
86,74,0.03960396,3
86,10,0.035211268,3
86,15,0.030769231,3
86,153,0.032786885,3
86,64,0.095238095,3
86,82,0.008333333,3
86,55,0.016260163,3
86,58,0.028571429,3
86,22,0.037313433,3
86,6,0.02006689,3
86,166,0.017391304,3
86,155,0.105263158,3
86,60,0.016129032,3
86,61,0.050420168,3
86,99,0.008,3
86,94,0.042857143,3
86,127,0.045454545,3
86,84,0.004255319,3
164,6,0.149847095,3
164,74,0.150326797,3
164,10,0.20441989,3
164,15,0.191860465,3
164,153,0.12605042,3
164,17,0.047619048,3
164,64,0.13592233,3
164,80,0.010869565,3
164,59,0.026086957,3
164,55,0.166666667,3
164,58,0.162162162,3
164,22,0.160220994,3
164,142,0.010869565,3
164,4,0.010309278,3
164,166,0.245033113,3
164,165,0.193548387,3
164,60,0.12605042,3
164,61,0.14619883,3
164,91,0.018518519,3
164,92,0.009661836,3
164,95,0.010752688,3
164,136,0.009803922,3
166,4,0.018518519,3
166,6,0.175757576,3
166,74,0.153374233,3
166,10,0.223404255,3
166,15,0.225988701,3
166,153,0.131782946,3
166,105,0.01,3
166,17,0.051724138,3
166,64,0.075,3
166,59,0.04,3
166,55,0.168539326,3
166,83,0.019417476,3
166,58,0.207446809,3
166,22,0.206521739,3
166,29,0.019607843,3
166,165,0.165680473,3
166,61,0.195402299,3
166,91,0.016666667,3
166,92,0.013761468,3
166,136,0.026785714,3
166,60,0.106060606,3
166,134,0.009259259,3
32,5,0.099173554,3
32,31,0.041666667,3
32,158,0.145038168,3
32,44,0.166666667,3
32,20,0.128205128,3
32,21,0.098039216,3
89,74,0.027932961,3
89,49,0.008888889,3
89,15,0.004716981,3
89,153,0.021582734,3
89,17,0.008547009,3
89,59,0.032786885,3
89,55,0.004926108,3
89,82,0.129943503,3
89,58,0.004504505,3
89,84,0.197718631,3
89,87,0.227979275,3
89,142,0.01,3
89,88,0.067961165,3
89,61,0.004926108,3
89,91,0.044247788,3
89,134,0.009615385,3
89,93,0.187878788,3
89,127,0.00990099,3
89,136,0.027777778,3
89,60,0.044117647,3
89,92,0.18579235,3
89,98,0.105263158,3
89,99,0.126373626,3
158,28,0.019230769,3
158,5,0.171779141,3
158,31,0.028571429,3
158,43,0.019230769,3
158,44,0.017857143,3
158,20,0.337142857,3
158,21,0.036363636,3
144,5,0.01,3
144,149,0.071428571,3
144,165,0.088235294,3
144,101,0.162790698,3
144,100,0.1,3
144,52,0.061728395,3
44,20,0.014492754,3
155,6,0.003436426,3
155,10,0.015151515,3
155,127,0.111111111,3
155,15,0.016806723,3
155,80,0.125,3
155,64,0.064516129,3
155,59,0.03030303,3
155,55,0.009009009,3
155,82,0.009345794,3
155,154,0.166666667,3
155,58,0.015503876,3
155,22,0.016129032,3
155,87,0.006944444,3
155,142,0.125,3
155,92,0.008064516,3
155,94,0.034482759,3
155,84,0.004504505,3
60,6,0.047021944,3
60,74,0.089430894,3
60,10,0.086419753,3
60,99,0.019736842,3
60,15,0.093959732,3
60,153,0.179487179,3
60,87,0.033149171,3
60,64,0.056338028,3
60,59,0.070422535,3
60,55,0.1,3
60,136,0.016666667,3
60,82,0.02739726,3
60,83,0.02,3
60,58,0.101910828,3
60,88,0.016949153,3
60,165,0.1,3
60,61,0.1,3
60,91,0.014925373,3
60,22,0.105263158,3
60,93,0.013888889,3
60,94,0.02,3
60,49,0.017241379,3
60,95,0.019607843,3
60,84,0.03515625,3
60,48,0.00952381,3
60,92,0.030864198,3
60,98,0.04109589,3
60,134,0.018518519,3
61,4,0.008547009,3
61,6,0.218461538,3
61,74,0.166666667,3
61,10,0.226804124,3
61,15,0.209677419,3
61,153,0.092198582,3
61,105,0.009259259,3
61,17,0.048387097,3
61,64,0.132231405,3
61,80,0.008928571,3
61,59,0.037593985,3
61,55,0.142857143,3
61,83,0.018018018,3
61,58,0.205128205,3
61,22,0.210526316,3
61,142,0.008928571,3
61,165,0.084656085,3
61,91,0.015625,3
61,134,0.00862069,3
61,94,0.093333333,3
61,136,0.042372881,3
43,5,0.011363636,3
43,20,0.007633588,3
91,4,0.032258065,3
91,6,0.016393443,3
91,74,0.037735849,3
91,10,0.020134228,3
91,99,0.03968254,3
91,15,0.022058824,3
91,153,0.014925373,3
91,87,0.072368421,3
91,64,0.02,3
91,59,0.06122449,3
91,55,0.023622047,3
91,82,0.058823529,3
91,58,0.027586207,3
91,88,0.028571429,3
91,22,0.021276596,3
91,93,0.042735043,3
91,84,0.043290043,3
91,92,0.036231884,3
91,98,0.04,3
91,134,0.107142857,3
143,49,0.015267176,3
143,48,0.012048193,3
99,6,0.002525253,3
99,74,0.036842105,3
99,49,0.0041841,3
99,15,0.004444444,3
99,17,0.007692308,3
99,59,0.022058824,3
99,82,0.217142857,3
99,58,0.004255319,3
99,87,0.25,3
99,88,0.033613445,3
99,92,0.191709845,3
99,93,0.154696133,3
99,94,0.006097561,3
99,127,0.00877193,3
99,84,0.201465201,3
99,98,0.061068702,3
99,134,0.035087719,3
95,6,0.003412969,3
95,74,0.010752688,3
95,10,0.007407407,3
95,92,0.016,3
95,153,0.04,3
95,80,0.1,3
95,59,0.058823529,3
95,82,0.018518519,3
95,58,0.007575758,3
95,22,0.007874016,3
95,87,0.013793103,3
95,165,0.009803922,3
95,93,0.00952381,3
95,49,0.014814815,3
95,84,0.00896861,3
95,39,0.25,3
95,48,0.011764706,3
136,4,0.041666667,3
136,6,0.034129693,3
136,74,0.01980198,3
136,10,0.013986014,3
136,15,0.015384615,3
136,17,0.027777778,3
136,64,0.047619048,3
136,55,0.042372881,3
136,58,0.028985507,3
136,22,0.030075188,3
136,87,0.006451613,3
136,142,0.052631579,3
136,165,0.018181818,3
136,93,0.017699115,3
136,94,0.028985507,3
136,84,0.012987013,3
4,6,0.034722222,3
4,74,0.010309278,3
4,15,0.024193548,3
4,64,0.054054054,3
4,55,0.017241379,3
4,58,0.02238806,3
4,22,0.023255814,3
4,94,0.047619048,3
5,165,0.005464481,3
5,20,0.154255319,3
5,21,0.065934066,3
5,169,0.011494253,3
5,31,0.011111111,3
6,74,0.139393939,3
6,15,0.234756098,3
6,153,0.06031746,3
6,17,0.043771044,3
6,64,0.049668874,3
6,80,0.006872852,3
6,59,0.039215686,3
6,55,0.2375,3
6,165,0.103151862,3
6,83,0.006872852,3
6,58,0.24251497,3
6,22,0.261538462,3
6,54,0.013745704,3
6,29,0.010380623,3
6,142,0.006872852,3
6,10,0.255255255,3
6,94,0.142857143,3
6,127,0.006849315,3
6,92,0.009876543,3
6,134,0.003378378,3
52,149,0.013888889,3
52,100,0.038961039,3
52,70,0.013888889,3
52,109,0.136363636,3
52,67,0.141176471,3
52,120,0.041666667,3
52,165,0.126666667,3
52,101,0.186813187,3
52,111,0.013888889,3
109,67,0.558823529,3
109,70,0.035714286,3
109,120,0.107142857,3
109,129,0.035714286,3
67,70,0.04,3
67,120,0.12,3
67,129,0.04,3
74,10,0.178378378,3
74,15,0.151685393,3
74,153,0.089430894,3
74,17,0.018518519,3
74,64,0.073394495,3
74,59,0.044247788,3
74,22,0.179775281,3
74,55,0.101123596,3
74,84,0.033670034,3
74,82,0.043478261,3
74,83,0.033333333,3
74,58,0.137566138,3
74,88,0.02,3
74,87,0.0456621,3
74,165,0.075581395,3
74,93,0.02173913,3
74,94,0.082706767,3
74,92,0.034653465,3
74,98,0.044247788,3
74,134,0.010416667,3
10,15,0.286458333,3
10,153,0.093167702,3
10,105,0.007692308,3
10,17,0.055555556,3
10,64,0.074324324,3
10,80,0.015037594,3
10,59,0.032258065,3
10,55,0.184079602,3
10,165,0.107317073,3
10,83,0.015037594,3
10,58,0.241545894,3
10,22,0.247524752,3
10,54,0.014814815,3
10,29,0.015151515,3
10,92,0.008032129,3
10,94,0.107142857,3
10,127,0.007407407,3
10,134,0.01459854,3
92,15,0.004219409,3
92,153,0.012121212,3
92,80,0.016129032,3
92,59,0.02027027,3
92,22,0.0125,3
92,55,0.004385965,3
92,82,0.347305389,3
92,154,0.008130081,3
92,58,0.016393443,3
92,88,0.022727273,3
92,87,0.284313725,3
92,142,0.008,3
92,93,0.201086957,3
92,49,0.012048193,3
92,84,0.26394052,3
92,165,0.009259259,3
92,98,0.086330935,3
92,134,0.031746032,3
49,3,0.007633588,3
49,153,0.011428571,3
49,53,0.007633588,3
49,59,0.012578616,3
49,82,0.008583691,3
49,58,0.0078125,3
49,84,0.014492754,3
49,168,0.007633588,3
49,39,0.022727273,3
49,48,0.563157895,3
49,54,0.022222222,3
169,20,0.007692308,3
169,21,0.1,3
101,149,0.027777778,3
101,165,0.127118644,3
101,100,0.023255814,3
53,48,0.006024096,3
17,15,0.07751938,3
17,64,0.02,3
17,55,0.031746032,3
17,83,0.038461538,3
17,58,0.071942446,3
17,22,0.035971223,3
17,29,0.04,3
17,165,0.025862069,3
17,94,0.054054054,3
59,15,0.020833333,3
59,153,0.055555556,3
59,80,0.129032258,3
59,64,0.017241379,3
59,55,0.037593985,3
59,82,0.046875,3
59,83,0.029411765,3
59,154,0.03125,3
59,58,0.046666667,3
59,22,0.027027027,3
59,54,0.057142857,3
59,87,0.049079755,3
59,142,0.029411765,3
59,93,0.031746032,3
59,84,0.024691358,3
59,39,0.03030303,3
59,48,0.015544041,3
59,165,0.032520325,3
59,156,0.033333333,3
59,134,0.026315789,3
105,15,0.008547009,3
105,64,0.034482759,3
87,153,0.021857923,3
87,80,0.013888889,3
87,82,0.269430052,3
87,154,0.006993007,3
