node_1,node_2,
10,17,0.055555556
10,64,0.074324324
10,80,0.015037594
10,59,0.032258065
10,55,0.184079602
10,165,0.107317073
10,83,0.015037594
10,58,0.241545894
10,22,0.247524752
10,54,0.014814815
10,29,0.015151515
10,92,0.008032129
10,94,0.107142857
10,127,0.007407407
10,134,0.01459854
92,15,0.004219409
92,153,0.012121212
92,80,0.016129032
92,59,0.02027027
92,22,0.0125
92,55,0.004385965
92,82,0.347305389
92,154,0.008130081
92,58,0.016393443
92,88,0.022727273
92,87,0.284313725
92,142,0.008
92,93,0.201086957
92,49,0.012048193
92,84,0.26394052
92,165,0.009259259
92,98,0.086330935
92,134,0.031746032
49,3,0.007633588
49,153,0.011428571
49,53,0.007633588
49,59,0.012578616
49,82,0.008583691
49,58,0.0078125
49,84,0.014492754
49,168,0.007633588
49,39,0.022727273
49,48,0.563157895
49,54,0.022222222
169,20,0.007692308
169,21,0.1
101,149,0.027777778
101,165,0.127118644
101,100,0.023255814
53,48,0.006024096
17,15,0.07751938
17,64,0.02
17,55,0.031746032
17,83,0.038461538
17,58,0.071942446
17,22,0.035971223
17,29,0.04
17,165,0.025862069
17,94,0.054054054
59,15,0.020833333
59,153,0.055555556
59,80,0.129032258
59,64,0.017241379
59,55,0.037593985
59,82,0.046875
59,83,0.029411765
59,154,0.03125
59,58,0.046666667
59,22,0.027027027
59,54,0.057142857
59,87,0.049079755
59,142,0.029411765
59,93,0.031746032
59,84,0.024691358
59,39,0.03030303
59,48,0.015544041
59,165,0.032520325
59,156,0.033333333
59,134,0.026315789
105,15,0.008547009
105,64,0.034482759
87,153,0.021857923
87,80,0.013888889
87,82,0.269430052
87,154,0.006993007
87,84,0.304347826
87,142,0.013888889
87,88,0.047297297
87,93,0.211055276
87,127,0.006849315
87,98,0.11038961
87,134,0.013513514
83,15,0.008264463
83,153,0.02
83,55,0.008928571
83,58,0.007633588
83,22,0.016
83,165,0.00990099
83,134,0.076923077
149,165,0.010309278
165,15,0.097435897
165,153,0.125984252
165,64,0.016129032
165,134,0.00952381
165,55,0.120218579
165,21,0.009433962
165,58,0.108910891
165,142,0.02
165,22,0.100502513
165,100,0.029411765
156,153,0.02173913
156,39,0.25
156,48,0.006024096
134,15,0.008
134,153,0.018518519
134,55,0.00862069
134,82,0.046296296
134,22,0.007692308
134,84,0.017857143
134,93,0.028301887
134,94,0.015625
93,153,0.020979021
93,82,0.2
93,84,0.286290323
93,142,0.009615385
93,88,0.065420561
93,127,0.00952381
93,98,0.056910569
94,15,0.153333333
94,64,0.011904762
94,55,0.100671141
94,58,0.109090909
94,22,0.163398693
94,127,0.016393443
127,64,0.029411765
127,58,0.007575758
127,22,0.015873016
127,84,0.00896861
39,48,0.024096386
39,153,0.063829787
3,48,0.006024096
98,82,0.089430894
98,84,0.077922078
98,88,0.047619048
15,153,0.116438356
15,64,0.081481481
15,80,0.008264463
15,55,0.165803109
15,58,0.22
15,22,0.271276596
15,54,0.008130081
15,29,0.016806723
153,64,0.071428571
153,80,0.02
153,22,0.076923077
153,55,0.054794521
153,82,0.013513514
153,58,0.088050314
153,88,0.034482759
153,29,0.020408163
153,142,0.02
153,84,0.011450382
153,48,0.014354067
80,82,0.018691589
80,154,0.142857143
80,58,0.015384615
80,22,0.016
80,54,0.090909091
80,142,0.111111111
80,84,0.009009009
64,55,0.053846154
64,58,0.083333333
64,22,0.102189781
64,142,0.03030303
54,48,0.017647059
54,58,0.007518797
54,22,0.0078125
82,154,0.009433962
82,58,0.004347826
82,84,0.228136882
82,142,0.009259259
82,88,0.026086957
55,58,0.180904523
55,22,0.133004926
55,29,0.009009009
20,28,0.015384615
20,31,0.015151515
20,21,0.02189781
154,142,0.142857143
154,84,0.009090909
21,31,0.076923077
58,84,0.005813953
58,22,0.303664921
58,29,0.015503876
58,142,0.015384615
22,29,0.008
22,142,0.007936508
84,142,0.009009009
84,88,0.04954955
48,168,0.006024096
